"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"782.6281723","010282843","Monograph","Notated music","Volume","","","","Lole, Simon","","person","","Lole, Simon [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas","","","","England","Dorking","Encore Publications","1999","","1 score (4 pages), 26 cm","F.1329.k. (20.)","Carols, English ; Christmas music ; Choruses, Sacred (Women's voices) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","For sopranos and organ",""
"782.6281723","016765558","Monograph","Notated music","Volume","","","","Neaum, Michael","","person","composer","Neaum, Michael, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas : for SSA choir with piano accompaniment","","Michael Neaum choral series ; Music for upper voice choirs","","England","Tewkesbury","Goodmusic ; Roberton","2014","","1 score (4 pages), colour portraits, 30 cm","G.31.ff. (8.)","Choruses, Sacred (Women's voices, 3 parts) with piano ; Carols, English ; Christmas music ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","",""
"782.642","013688250","Monograph","Notated music","Volume","","","","Schultz, Donna Gartman","","person","","Schultz, Donna Gartman [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Remember : for SSA chorus & piano","","CME in high voice ; Doreen Rao's choral music experience","","United States of America","Milwaukee, Wisconsin ; New York","Boosey & Hawkes ; distrubuted by Hal Leonard","2006","","1 score (6 pages), 27 cm","F.638.mm. (28.)","Choruses, Secular (Women's voices, 3 parts) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Caption title ; Duration: approximately 3:20 ; Includes performance and biographical notes ; Words also printed as text",""
"782.642","014539638","Monograph","Notated music","Volume","","","9780193360082","Chilcott, Bob","","person","","Chilcott, Bob [person] ; Burns, Robert, 1759-1796 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Like a singing bird : upper voices (SA) and piano","","Secular","","England","Oxford","Oxford University Press","2008","","1 score (12 pages), 26 cm","E.1908.t. (13.)","Burns, Robert, 1759-1796--Musical settings ; Part songs, English ; Music and dance ; Choruses, Secular (Women's voices, 2 parts) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Includes composer's note ; May be performed with two dancers, each representing one of the two different melodies that feature in the song ; Words by Christina Rossetti and Robert Burns",""
"782.642","014539709","Monograph","Notated music","Volume","","","9780193360044","Chilcott, Bob","","person","","Chilcott, Bob [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Out in the rain (Easter Monday) : upper voices (SA) and piano","Easter Monday","Secular","","England","Oxford","Oxford University Press","2008","","1 score (7 pages), portraits, 26 cm","E.1908.t. (18.)","Easter music ; Part songs, English ; Choruses, Secular (Women's voices, 2 parts) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Includes biographical note ; Words by Christina Rossetti",""
"782.642","018174889","Monograph","Notated music","Volume","","","","Daymond, Emily Rosa","1866-1949","person","composer","Rossetti, Christina Georgina, 1830-1894 [person] ; Daymond, Emily Rosa, 1866-1949, composer [person]","Morning : two-part song","","The Year Book Press series of unison and part-songs","number 233 [The Year Book Press series of unison and part-songs]","England","London","H.F.W. Deane ; Year Book Press","1924","","1 score (5 pages), 26 cm","F.223./233 ; mDON1338","Part songs, English ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","For women's chorus (SA) and piano ; Title from caption",""
"782.66542","005252615","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Rosy maiden Winifred : two-part treble voices and piano : Ten children's songs opus 1","Children's songs. Rosy maiden Winifrid","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","E.352.m. (19.)","Songs for soprano voices with piano","","English","Publ. number 6148",""
"782.66542","005252616","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Boy Johnny : two-part or unison and piano : from Ten children's songs opus 1","Children's songs. Boy Johnny","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","E.352.m. (25.)","Songs for soprano voices with piano","","English","Publ. number 6154",""
"782.66542","005252645","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Margaret has a milking pail : two-part treble voices and piano : from Ten children's songs opus 1","Children's songs. Margaret has a milking pail","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (21.)","Songs for soprano voices with piano","","English","Publ. number 6150",""
"782.66542","005252646","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Dancing on the hilltops : unison treble voices and piano : from Ten children's songs opus 1","Children's songs. Dancing on the hilltops","","","United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (17.)","Songs for unison soprano voices with piano","","English","Publ. number 6146",""
"782.66542","005252647","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The lily has a smooth stalk : unison treble voices and piano : from Ten children's songs opus 1","Children's songs. Lily has a smooth stalk","","","United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (16.)","Songs for unison soprano voices with piano","","English","Publ. number 6145",""
"782.66542","005252648","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","A linnet in a gilded cage : two-part treble voices and piano : from Ten children's songs opus 1","Children's songs. Linnet in a gilded cage","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (24.)","Songs for soprano voices with piano","","English","Publ. number 6153",""
"782.66542","005252649","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Ferry me across the water : two-part or unison and piano : from Ten children's songs opus 1","Children's songs. Ferry me across the water","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (22.)","Songs for soprano voices with piano","","English","Publ. number 6151",""
"782.66542","005252650","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","There's snow on the fields : two-part treble voices and piano : from Ten children's songs opus 1","Children's songs. There's snow on the fields","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (23.)","Songs for soprano voices with piano","","English","Publ. number 6152",""
"782.66542","005252651","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Dead in the cold : two-part treble voices and piano : from Ten children's songs opus 1","Children's songs. Dead in the cold","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","E.352.m. (20.)","Songs for soprano voices with piano","","English","Publ. number 6149",""
"782.8281723","015452002","Monograph","Notated music","Volume","","","","Darke, Harold","1888-1976","person","composer","Darke, Harold, 1888-1976, composer [person] ; Rutter, John, 1945- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","In the bleak midwinter : TTBB (with organ)","In the bleak mid-winter. arranged ; In the bleak midwinter","S&B carols","","England","London","Stainer & Bell","2009","","1 close score (4 pages), 26 cm","","Carols, English ; Christmas music ; Choruses, Sacred (Men's voices, 4 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Music","English","For men's voices (TTBB with tenor solo) and organ ; Words by Christina Rossetti",""
"782.855265","005253673","Monograph","Notated music","Volume","","","","Kelsall, John","","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Kelsall, John [person]","Sursum corda : for TTBB unaccompanied","","","","England","London","Oecumuse","1985","","1 score (4 pages), 21 cm","C.950.b. (102.)","Anthems for unaccompanied men's voices","","English","'Reproduction of the composer's manuscript score' _ P4",""
"783","015642021","Monograph","Notated music","Volume","","","","Bullard, Alan","1947-","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Bullard, Alan, 1947- [person]","When I am dead, my dearest : high voice and piano or low voice and piano","","Colne Edition solo song series","36 [Colne Edition solo song series]","England","Colchester ; Colne","","2009","New edition","1 score (4 pages), 1 portrait (black and white), 31 cm","","Songs (High voice) with piano ; Songs (Low voice) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Cover title ; The score contains versions in high and low keys",""
"783.126542","005252602","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Lullaby, oh lullaby! : from Ten children's songs opus 1","Children's songs. Lullaby, oh lullaby!","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","E.352.m. (18.)","Songs for soprano solos (2) with piano","","English","For two sopranos and piano ; Publ. no",""
"783.1328","013943444","Monograph","Notated music","Volume","","","","Elias, Brian","","person","composer","Elias, Brian, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Lullaby : for three women's voices, soli or choral (2006)","","","","England","London","Chester Music","2006","","1 score (4 pages), 25 cm","E.1908.dd. (5.)","Vocal trios, Unaccompanied ; Carols, English ; Choruses, Sacred (Women's voices, 3 parts), Unaccompanied ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: approximately 3:00 ; Words also printed as text preceding score",""
"783.242","015507307","Monograph","Notated music","Volume","","","","Ruyneman, Daniël","1886-1963","person","","Shakespeare, William, 1564-1616 [person] ; Yeats, W. B. (William Butler), 1865-1939 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Ruyneman, Daniël, 1886-1963 [person]","Seven melodies for voice and piano. Volume II","Melodies. voice, piano. Selections, (1949)","","","Netherlands","Amsterdam","Donemus","1949","","1 score (15 pages), 35 cm","I.415.c. (2.)","Yeats, W. B. (William Butler), 1865-1939--Musical settings ; Songs with piano ; Shakespeare, William, 1564-1616--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","'These melodies may be sung either by a male or a female voice'",""
"783.325","019066580","Monograph","Notated music","Volume","","","","Muhly, Nico","","person","composer","Muhly, Nico, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Lane, Christian [person]","The place of understanding : for high voice and organ","","","","England ; United States of America","London ; New York","Chester Music ; St Rose Music Publishing","2015","","1 score (22 pages), 31 cm","","Sacred songs (High voice) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Sacred music ; Song","English","'For Christian Lane'--caption ; Composer's note in English ; Duration: approximately 13 minutes ; Texts by Christina Rossetti and from the book of Job",""
"783.342","015116173","Monograph","Notated music","Volume","","","9781423456742","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 44 songs, including 7 cycles or sets","I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet ; Young man's exhortation","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","High voice","1 score (170 pages), 31 cm","G.1395.b. (1.) ; H06/.10293","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (High voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Most songs transposed from original lower keys by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
"783.342","016523045","Monograph","Notated music","Volume","","","","McLeod, John","1934-","person","","McLeod, John, 1934- [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Tennyson, Alfred Tennyson, Baron, 1809-1892 [person]","Three nocturnes for tenor or soprano and piano","Nocturnes. voice, piano. (1959)","","","Scotland","Glasgow","Scottish Music Archive","1959","","1 score (23 pages), 38 cm","I.415.tt. (1.)","Music--Manuscripts--Facsimiles ; Songs (High voice) with piano ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Facsimile ; Manuscript","English","Reproduced from manuscript ; Work composed in 1959",""
"783.342","018156147","Monograph","Notated music","Volume","","","","","","","","Association of English Singers and Speakers [organisation] ; Lines, Marian, 1933- [person] ; Roe, Betty [person] ; Patchen, Kenneth, 1911-1972 [person] ; Betteridge, Michael, 1988- [person] ; Magee, John, 1922-1941 [person] ; Blunden, Edmund, 1896-1974 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Blake, William, 1757-1827 [person] ; Sykes, John, 1909-1962 [person] ; Bush, Geoffrey [person] ; Wishart, Peter, 1921-1984 [person] ; Humphreys, Garry, writer [person] ; Bedford, David [person] ; Grant, Julian, 1960- [person] ; Swinburne, Algernon Charles, 1837-1909 [person] ; Jonson, Ben, approximately 1573-1637 [person] ; Pollard, Clive [person] ; Williams, Roderick [person] ; Hugh-Jones, Elaine, 1927- [person] ; Herbert, George, 1593-1633 [person] ; Coleridge-Taylor, Samuel, 1875-1912 [person] ; Reid, Christopher, 1949- [person] ; Hold, Trevor [person] ; Waddell, Helen, 1889-1965, translator [person] ; Davies, W. H. (William Henry), 1871-1940 [person]","A century of English song : an anthology of 20th-century songs compiled and published by The Association of English Singers and Speakers. Volume 9 for high voice and piano","Be music, night ; High flight ; In the garden ; Love ; Scholar's lament ; Songs (1909) ; Songs of Ben Jonson ; Songs of experience ; Spring sadness ; Sweet chance ; Tillie's allsorts","","","England","Tewkesbury","Association of English Singers & Speakers ; Goodmusic","2016","","1 score (59 pages), 30 cm","F.1946.b./9 ; H06/.17212","Blunden, Edmund, 1896-1974--Musical settings ; Herbert, George, 1593-1633--Musical settings ; Song cycles--Excerpts ; Patchen, Kenneth, 1911-1972--Musical settings ; Lines, Marian, 1933- ; Jonson, Ben, 1573?-1637--Musical settings ; Davies, W. H. (William Henry), 1871-1940--Musical settings ; Reid, Christopher, 1949---Musical settings ; Magee, John, 1922-1941--Musical settings ; Songs (High voice) with piano ; Blake, William, 1757-1827--Musical settings ; Swinburne, Algernon Charles, 1837-1909--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Excerpt","English","Includes notes on the composers by Garry Humphreys ; Subtitle on cover: An anthology for singers",""
"783.342","018519762","Monograph","Notated music","Volume","","","","Inglis, Brian","1969-","person","composer","Inglis, Brian, 1969-, composer [person] ; Gorton, Abigail, writer [person] ; Keats, John, 1795-1821 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Two romantic poems : for soprano or tenor and piano","Romantic poems","","","England","Chipping Norton","Composers","2017","","1 score (25 pages), 30 cm","G.1513. (8.)","Inglis, Brian, 1969---Manuscripts--Facsimiles ; Music--Manuscripts--Facsimiles ; Songs (High voice) with piano ; Keats, John, 1795-1821--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Facsimile ; Manuscript ; Song","English","Includes notes on the pieces by Abigail Gorton and the composer ; Reproduced from holograph",""
"783.342","019566762","Monograph","Notated music","Volume","","","","Inglis, Brian","1969-","person","composer","Inglis, Brian, 1969-, composer [person] ; Gorton, Abigail, writer [person] ; Keats, John, 1795-1821 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Two romantic poems : for soprano or tenor and piano","Romantic poems","","","England","Chipping Norton","Composers","2018","","1 score (12 pages), 30 cm","G.1586.g. (10.)","Songs (High voice) with piano ; Keats, John, 1795-1821--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Includes notes on the pieces by Abigail Gorton and the composer",""
"783.347","015116173","Monograph","Notated music","Volume","","","9781423456742","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 44 songs, including 7 cycles or sets","I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet ; Young man's exhortation","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","High voice","1 score (170 pages), 31 cm","G.1395.b. (1.) ; H06/.10293","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (High voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Most songs transposed from original lower keys by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
"783.425","018431442","Monograph","Notated music","Volume","","","","Russell, Armand","1932-","person","composer","Russell, Armand, 1932-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Consider the lilies of the field : for voice & piano (or organ)","","","","England","Templecombe, Somerset","Recital Music","2011","","1 score (4 pages), 30 cm","G.1509.a. (21.)","Rossetti, Christina Georgina, 1830-1894--Musical settings","Sacred music ; Song","English","",""
"783.425","018440181","Monograph","Notated music","Volume","","","","Russell, Armand","1932-","person","composer","Russell, Armand, 1932-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Consider the lilies of the field : for solo voice, mixed choir & organ","","Choral","","England","Templecombe, Somerset","Recital Music","2011","","1 score (7 pages), 30 cm","G.1509.a. (20.)","Rossetti, Christina Georgina, 1830-1894--Musical settings","Sacred music ; Song","English","For medium voice, 3-part mixed chorus (soprano, alto, tenor/bass) and organ or piano",""
"783.442","015642364","Monograph","Notated music","Volume","","","","McNeff, Stephen","","person","composer","Whitman, Walt, 1819-1892 [person] ; McNeff, Stephen, composer [person] ; Donne, John, 1572-1631 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Image in stone (2007) : for mezzo soprano and wind ensemble","Death, be not proud ; On the beach at night alone ; Sing no sad songs","International series for wind bands & ensembles","","England","Kenley, Surrey","Maecenas Music","2007","","1 score (55 pages), 30 cm","G.1504.ll. (3.)","Whitman, Walt, 1819-1892--Musical settings ; Songs (Medium voice) with instrumental ensemble--Scores ; Donne, John, 1572-1631--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Duration: approximately 16 min ; For Tim and Hilary Reynish (in memoriam William Reynish 1966-2001) and the Irish Youth Wind Ensemble ; For mezzo soprano, wind ensemble, harp, timpani and percussion ; Words by Anon 1st century Greek, John Donne, Christina Rosetti and Walt Whitman",""
"783.442","015778861","Monograph","Notated music","Volume","","","","Shaw, Martin","1875-1958","person","","Shaw, Martin, 1875-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Lullaby ; Love me, I love you","Love me, I love you ; Lullaby. voice, piano","","","England","London","J. Curwen","1917","","1 score (6 pages), 31 cm","G.242.s. (15.)","Songs (Medium voice) with piano ; Lullabies ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","For medium voice and piano ; Words also printed as text on p [3]",""
"783.442","017841545","Monograph","Notated music","Volume","","","","Basford, Daniel","1983-","person","composer","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Basford, Daniel, 1983-, composer [person]","Four Rossetti songs : for voice (baritone or mezzo-soprano) and wind ensemble","Poems ; Remember me ; Rossetti songs","International series for wind","bands and ensembles [International series for wind]","England","Godstone","Maecenas Music","2014","Full score","1 score (43 pages), 30 cm","G.1504.s. (3.)","Rossetti, Christina Georgina, 1830-1894--Musical settings ; Songs (Medium voice) with wind ensemble--Scores ; Rossetti, Dante Gabriel, 1828-1882--Musical settings","Song","English","Duration: 14 min ; Includes composer's programme note ; Words of songs 1-3 by Dante Gabriel Rossetti, song 4 by Christina Rossetti",""
"783.442","018168059","Monograph","Notated music","Volume","","","","","","","","Quilter, Roger, 1877-1953 [person] ; Bridges, Robert, 1844-1930 [person] ; Gurney, Ivor, 1890-1937 [person] ; Milford, Robin, 1903-1959 [person] ; Association of English Singers and Speakers [organisation] ; Corp, Ronald [person] ; Shaw, Martin, 1875-1958 [person] ; Bantock, Granville, Sir, 1868-1946 [person] ; Peel, Graham, 1878-1937 [person] ; Shakespeare, William, 1564-1616 [person] ; Kipling, Rudyard, 1865-1936 [person] ; Bantock, Helen F. (Helen Francesca), 1868-1961 [person] ; Somervell, Arthur, 1863-1937 [person] ; Scott, Cyril, 1879-1970 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Blunden, Edmund, 1896-1974 [person] ; Belloc, Hilaire, 1870-1953 [person] ; Blake, William, 1757-1827 [person] ; Irvine, John, 1903-1964 [person] ; Prokosch, Frederic, 1908-1989 [person] ; Humphreys, Garry, writer [person] ; Arnold, Matthew, 1822-1888 [person] ; Hugh-Jones, Elaine, 1927- [person] ; Gibbs, C. Armstrong [person] ; Coleridge-Taylor, Samuel, 1875-1912 [person] ; De la Mare, Walter, 1873-1956 [person] ; Cooke, Deryck [person] ; Ephelia, active 1679 [person]","A century of English song : an anthology of 20th-century songs compiled and published by The Association of English Singers and Speakers. Volume 8 for medium/low female voice and piano","Country-lover ; Dolls ; Heffle cuckoo fair ; Idlers ; Miscellanie ; Othello ; Songs ; Songs (1935) ; Songs of Walter de la Mare ; Songs of the East ; Why do I love? ; Wind from the South","","","England","Tewkesbury","Association of English Singers & Speakers ; Goodmusic","2016","","1 score (56 pages), 30 cm","F.1946.b./8 ; H06/.17213","Blunden, Edmund, 1896-1974--Musical settings ; Song cycles--Excerpts ; Songs (Medium voice) with piano ; Bantock, Helen F. (Helen Francesca), 1868-1961--Musical settings ; Ephelia, active 1679--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; Arnold, Matthew, 1822-1888--Musical settings ; Irvine, John, 1903-1964--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Prokosch, Frederic, 1908-1989--Musical settings ; Songs (Low voice) with piano ; Kipling, Rudyard, 1865-1936--Musical settings ; Blake, William, 1757-1827--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Belloc, Hilaire, 1870-1953--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Excerpt","English","Includes notes on the composers by Garry Humphreys ; Subtitle on cover: An anthology for singers",""
"783.442","019482977","Monograph","Notated music","Volume","","","","Assersohn, Ian","1958-","person","composer","Assersohn, Ian, 1958-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Echo : for voice & piano","Come to me in the silence of the night","","","England","Templecombe, Somerset","Recital Music","2011","","1 score (7 pages), 30 cm","","Songs (Medium voice) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Includes biographical information and programme note on back cover",""
"783.542","015116180","Monograph","Notated music","Volume","","","9781423456773","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 54 songs, including 8 cycles or sets","Before and after summer ; Earth and air and rain ; I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","Medium,low voice","1 score (224 pages), 31 cm","G.1395.b. (2.) ; H06/.10301","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Songs (Medium voice) with piano ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (Low voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Some songs are in their original keys and some have been transposed by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
"783.547","015116180","Monograph","Notated music","Volume","","","9781423456773","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 54 songs, including 8 cycles or sets","Before and after summer ; Earth and air and rain ; I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","Medium,low voice","1 score (224 pages), 31 cm","G.1395.b. (2.) ; H06/.10301","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Songs (Medium voice) with piano ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (Low voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Some songs are in their original keys and some have been transposed by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
