"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"040-001978626","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003d8","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","23 Mar 1861-24 Mar 1863","","1 item","","Western Manuscripts. Ashley MS 1364 (4)","","","English","C. G. Rossetti Notebooks. 23 March 1861-24 March 1863. The text is written on both sides of thirty-nine leaves of ruled grey wove paper. No watermark. There is an index on ff. 40, 40b. The principal revisions and additions to the text of the poems are as follows:- (a) Additions and corrections by Christina. ff. 6, 18b-19b, 21b-24, 25b, 26b, 29-30b, 38-39;-(b) Corrections and deletions by Christina throughout 'A Royal Princess'. ff. 7b-17b. In the original covers, rebacked and number '14' in pencil on f. i. Octavo; ff. i+40. includes:. ff. 1-2 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Easter Even', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 2b-3 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Promises like Piecrust', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 3-4b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'God be merciful to me a sinner', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 4b-5b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Wife to Husband', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 5b-7b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem 'The Prince who arrived too late', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 7b-17b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Royal Princess', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 17b-18b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'By the waters by Babylon', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 18b-19 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'One Day', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 19-20b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Better so', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 20b-21b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Our Widowed Queen', by Christina Georgina Rossetti: 1861: Autogr. fair copy; ff. 21b-22 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'In Progress', by Christina Georgina Rossetti: 1862: Autogr. fair copy; ff. 22-22b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Good Friday', by Christina Georgina Rossetti: 1862: Autogr. fair copy; f. 23 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Hold thou me up', by Christina Georgina Rossetti: 1862: Autogr. fair copy; f. 23b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Out of the Deep', by Christina Georgina Rossetti: 1862: Autogr. fair copy; f. 24 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Once in a Dream', by Christina Georgina Rossetti: 1862: Autogr. fair copy; ff. 24b, 25 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'The Queen of Hearts', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 25b-26b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'For a Mercy received', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 27, 27b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Seasons', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 28, 28b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'June', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 28b-29b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Jess and Jill', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 29b, 30 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Helen Grey', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 30b-33 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Year's Windfalls', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 33b-36 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Bird's Eye View', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 36-38b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Martyr's Song', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 39, 39b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Dumb Friend', by Christina Georgina Rossetti: 1863: Autogr. fair copy",""
"040-001978627","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003d9","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","24 Apr 1863-26 Aug 1864","","1 item","","Western Manuscripts. Ashley MS 1364 (5)","","","English","C. G. Rossetti Notebooks. 24 April 1863-26 Aug. 1864. The text is written on both sides of thirty-nine leaves of ruled cream laid paper. No watermark. There is an index on ff. 40, 40b. The principal revisions and additions to the text of the poems are as follows:- (a) Corrections by Christina. ff. 1, 2b, 3, 5, 13, 13b, 15, 15b, 16b, 17, 20b, 21b, 22b, 23, 25b, 27b, 28, 31, 35b, 37, 39;-(b) Change of title apparently in the hand of D. G. Rossetti. The title suggested was in fact finally used when ''A Return'' (ff. 22-24) was printed in The Prince''s Progress, 1866, pp. 114-119. ''Alas, poor Ghost!'' was printed in ibid, pp. 54-56, as ''The Poor Ghost''. f. 10;-(c) Note ''Begin here'', in the hand of W. M. Rossetti, perhaps written when preparing the fragment for printing in New Poems'', and before realising that the whole poem had appeared in Macmillan''s Magazine for May 1865, p. 48, with the title ''Last Night''. f. 15. The lower part of pp. 27, 28 (f. 14) and the upper part of pp. 31, 32 (f. 16), containing the greater part of ''Somewhere or other'', part of ''Last Night'', and part of ''A Chill'', are missing. In the original covers, repaired, and numbered ''15'' in pencil on f. i. Octavo; ff. i+40. includes:. ff. 1, 1b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Life and Death'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 1b, 2 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Consider'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 2, 2b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Tomorrow?'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 3-9b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Maiden-Song'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; f. 9b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''The Lowest Place'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 10-11b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Alas, poor Ghost!, altered to ''The Ghost''s Petition'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 11b-12 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Have I not striven?'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; ff. 12-14 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Margery'', by Christina Georgina Rossetti: 1863: Autogr. fair copy; f. 14b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Somewhere or other'', by Christina Georgina Rossetti: 1863: Autogr. fair copy. Fragm; ff. 15-16 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Last Night'', by Christina Georgina Rossetti: 1863: Autogr. fair copy. Imperf; ff. 16, 16b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''A Chill'', by Christina Georgina Rossetti: 1863: Autogr. fair copy. Imperf; ff. 16b-17b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Summer'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; f. 18 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Beauty is Vain'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 18b, 19 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''What would I give?'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 19, 19b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Faint yet pursuing'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 19b-20b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Who shall deliver me?'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 20b, 21 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''In Patience'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 21, 21b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Easter'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 22-24b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''A Return'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 25, 25b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''If'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 26, 26b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''The Audience Chamber'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 26b, 27 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Sunshine'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 27-28b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Twice'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 28b, 29 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Meeting'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; f. 29b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''None with Him'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 30-32 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''In Captivity'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 32b-33b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''A Farm Walk'', by Christina Georgina Rossetti: 1964: Autogr. fair copy; ff. 33b-34b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Under Willows'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 34b, 35 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Bird or Beast?'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 35b, 36 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''A Sketch'', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 36-39b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, ''Songs in a Cornfield'', by Christina Georgina Rossetti: 1864: Autogr. fair copy",""
"040-001978628","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003da","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","3 Sep 1864-11 Jun 1866","","1 item","","Western Manuscripts. Ashley MS 1364 (6)","","","English","C. G. Rossetti Notebooks. 3 Sept. 1864-11 June 1866. The text is written on both sides of thirty-one leaves of ruled cream laid paper, and on one side only of a further leaf (f. 32). No watermark. The principal revisions and additions to the text of the poems are as follows:- (a) Additions and corrections by Christina. ff. 2, 5b, 6b, 7, 8, 9b-12, 13, 13b, 15-16, 17-18, 19b, 20, 25-26b, 27b;-(b) Notes, apparently in Christina's hand, viz.:-'Shilling Mag.' at the beginning of 'Amor Mundi', 'Aubrey de Vere' at the beginning of 'A Dirge', 'Dr Rogers' at the beginning of 'Once for all', and 'Baynes' at the beginning of 'After Communion'. 'Amor Mundi' was printed in The Shilling Magazine, vol. i, 1865, p. 193, and the other notes probably indicate that the poems in question were printed, or were intended to be printed, in one of the anthologies of verse, chiefly religious, edited by Aubrey de Vere, Dr Charles Rogers, and the Rev. R. H. Baynes, editor of the Churchman's Shilling Magazine . ff. 15, 24b, 25, 28b;-(c) Note by Christina 'no name' next to the title 'Husband and Wife'. D. G. Rossetti proposed the title 'Grave-clothes and Baby-clothes' for this poem, but it was printed in A Masque of Poets, 1878, as 'Husband and Wife'. f. 21;-(d) Two notes, the first possibly by, and second by, W. M. Rossetti. ff. 21, 23b. In the original covers, rebacked, and numbered '16' in pencil on f. i. Octavo; ff. i+32. includes:. ff. 1, 1b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'If I had words', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 2-3b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Despised and Rejected', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 3b-7 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Jessie Cameron', by Christina Georgina Rossetti: 1864: Autogr. fair copy; f. 7b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Weary in well-doing', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 8-9 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Birds of Paradise', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 9, 9b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Alas for me!', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 9b-10b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Lord, dost thou not care?', by Christina Georgina Rossetti: 1864: Autogr. fair copy; ff. 10b-12b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Eve', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 12b, 13 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'As Memory?', by Christina Georgina Rossetti: 1865: Autogr. fair copy; f. 13b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'If Only!', by Christina Georgina Rossetti: 1865: Autogr. fair copy; f. 14 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Shall I Forget?', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 14, 14b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Christ All in All', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 15, 15b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Amor Mundi', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 16-17b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'My Lady of the Manor', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 17b-18 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Friends', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 18, 18b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'An End', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 18b-19b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'En Route', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 20, 20b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'E.F.', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 21-22 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Husband and Wife', by Christina Georgina Rossetti: 1865: Autogr. fair copy; f. 22b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'What to do?', by Christina Georgina Rossetti: 1865: Autogr. fair copy; f. 23 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'An Awakening', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 23b-24b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Young Death', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 24b-25 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Dirge', by Christina Georgina Rossetti: 1865: Autogr. fair copy; ff. 25, 25b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Once for all', by Christina Georgina Rossetti: 1866: Autogr. fair copy; ff. 25b-27b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Mother Country', by Christina Georgina Rossetti: 1866: Autogr. fair copy; f. 28 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Smile and a Sign', by Christina Georgina Rossetti: [1866]: Autogr. fair copy; f. 28b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'After Communion', by Christina Georgina Rossetti: 1866: Autogr. fair copy; ff. 29, 29b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'In a certain place', by Christina Georgina Rossetti: 1866: Autogr. fair copy; ff. 30-31 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Cannot sweeten', by Christina Georgina Rossetti: 1866: Autogr. fair copy; ff. 31, 31b Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Of my life', by Christina Georgina Rossetti: 1866: Autogr. fair copy; f. 32 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'What comes?', by Christina Georgina Rossetti: 1866: Autogr. fair copy",""
"040-001978629","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003db","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","23 Nov 1857","","1 item","","Western Manuscripts. Ashley MS 1365","","","English","'An Apple Gathering': a poem by Christina Rossetti; 23 Nov. 1857. Autograph fair copy, written on both sides of an octavo leaf of ruled white laid paper. No watermark. For futher discussion of the MS. v . 1364 (2). Ashley Library Catalogue, ix, pp. 109-110. Octavo; ff. ii+1. Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'An Apple-Gathering', by Christina Georgina Rossetti: 1857: Autogr. fair copy",""
"040-001978631","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003dc","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Gosse, Edmund William, Knight, writer, 1849-1928 [recipient] ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1 Jun 1893","","1 item","","Western Manuscripts. Ashley MS B1366","","","English","Letter from Christina Rossetti to Edmund Gosse, 1 June 1893. includes:. ff. 127-128 Christina Georgina Rossetti, poet: Sir Edmund William Gosse, writer: Letters to Sir Edmund William Gosse from Christina Georgina Rossetti: [1875]-1893",""
"040-001978632","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003dd","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Gosse, Edmund William, Knight, writer, 1849-1928 [recipient] ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","18 May 1893","","1 item","","Western Manuscripts. Ashley MS B1368","","","English","Letter from Christina Rossetti to Edmund Gosse, 18 May 1893. includes:. ff. 129-130 Christina Georgina Rossetti, poet: Sir Edmund William Gosse, writer: Letters to Sir Edmund William Gosse from Christina Georgina Rossetti: [1875]-1893",""
"040-001978633","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003de","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Gosse, Edmund William, Knight, writer, 1849-1928 [recipient] ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1875-1884","","1 item","","Western Manuscripts. Ashley MS B1384","","","English","Letters from Christina Rossetti to Edmund Gosse, [Dec. 1875], 30 Jan. 1883 and [26 March 1884]. includes:. ff. 133-140b Christina Georgina Rossetti, poet: Sir Edmund William Gosse, writer: Letters to Sir Edmund William Gosse from Christina Georgina Rossetti: [1875]-1893",""
"040-001978634","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003df","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1862-1868","","1 item","","Western Manuscripts. Ashley MS 1367","","","Italian","'Il Rosseggiar dell' Oriente': a sequence of twenty-one poems in Italian by Christina Rossetti; Dec. 1862, Jan. 1863 [1864?], Jan. 1867-Aug. 1868. Autograph fair copies, with a few revisions, written on both sides of twelve leaves of laid paper, and one side only of another (f. 1, the title page), of which ff. 1-6, 9-13 are cream paper, and ff. 7, 8 pale grey. The leaves form bifolia (the leaf following f. 13 is blank). No watermark. For a discussion of the poems see L. M. Packer, Christina Rossetti, 1963, pp. 163-166 and 237-249. The poems, which were not intended by Christina for publication, were first printed after her death by W. M. Rossetti in Christina Rossetti, New Poems, 1896, pp. 272-286. Ashley Library Catalogue, ix, p. 110. Octavo; ff. ii+13. Christina Georgina Rossetti, poet: Poetry ITALIAN: Poems, 'Il Rosseggiar dell' Oriente', by Christina Georgina Rossetti: 1862-1868: Italian: Autogr. fair copies",""
"040-001978635","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e0","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","[Oct ?] 1870","","1 item","","Western Manuscripts. Ashley MS 1369","","","English","'By Way of Remembrance': a sequence of four sonnets by Christina Rossetti; [Oct.?] 1870. Autograph fair copies, written on both sides of two leaves of cream laid paper. No watermark. For a discussion of the poems see L. M. Packer, Christina Rossetti, 1963, pp. 255-258. The sestet of the fourth sonnet is identical with that of the tenth sonnet in Christina's Monna Innominata sequence. It seems probable that it was originally composed for the latter. First printed in Christina Rossetti, New Poems, 1896, pp. 162-164. Ashley Library Catalogue, ix, p. 110. Octavo; ff. ii+2. Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'By Way of Remembrance', by Christina Georgina Rossetti: 1870: Autogr. fair copies",""
"040-001978636","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e1","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1868-1870","","1 item","","Western Manuscripts. Ashley MS 1371","","","English","''Sing Song'': a volume of 121 nursery rhymes by Christina Rossetti; 1869?, 1870. Autograph fair copies, with revisions, written on one side only of one hundred and twenty six octavo leaves of cream laid paper. No watermark. Signed with the address ''56 Euston Square N.W.'' on f. 127. Each rhyme is illustrated in pencil and red crayon by Christina. The majority of the poems are written on reader''s slips for the New English Dictionary, of which W. M. Rossetti was a voluntary sub-editor, but ff. 7, 12-14, 16, 17, 19, 29, 31, 32, 36, 37, 39, 41, 56, 81, 87, 97, 100, 114, 123 and 124 are a different paper. There appear to be three reasons for this. The rhymes are numbered in two series, the earlier, in red crayon, running from 1-108, and the later, in ink written over the crayon, from 1-121. Thirteen rhymes, nos. 11, 12, 14, 17, 27, 29, 33 or 34, 36, 38, 92, 109, 118, and 119, have therefore been added later. On 2 March 1871, moreover, Christina wrote to F. S. Ellis, her publisher, a letter (Add. MS. 41130, ff. 174, 174b) in which she asked him to return twenty-two of the rhymes which were missing. He appears to have been unable to find five of them (nos. 5, 11, 13, 42, 73 in the red numeration) for these have been rewritten on the later paper and renumbered 5, 10, 15, 51, 82. In addition nos. 27, 67, 85 in the red numeration have been rewritten on the later paper and renumbered 33 or 34, 76, 95. First printed in Sing-Song, 1872. Ashley Library Catalogue, ix, p. 111. Octavo; ff. ii+127. Christina Georgina Rossetti, poet: Poetry ENGLISH: Nursery rhymes, ''Sing Song'', by Christina Georgina Rossetti: 1869?, 1870: Autogr. fair copies; illus",""
"040-001978637","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e2","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Rossetti, Dante Gabriel, poet and painter, 1828-1882 [recipient]","","","","","","","","26 Dec 1879","","1 item","","Western Manuscripts. Ashley MS A1372","","","English","Letter from Christina Rossetti to D. G. Rossetti concerning the reissue by Macmillan & Co. of her Goblin Market and The Prince's Progress, and mentioning Maria Rossetti's Shadow of Dante ; 26 Dec. 1879 . Printed in L. M. Packer, The Rossetti-Macmillan Letters, 1963, pp. 127-128. Ashley Library Catalogue, iv. p. 101. includes:. ff. 2-3b Christina Georgina Rossetti, poet: Dante Gabriel Rossetti, poet and painter: Letter to Dante Gabriel Rossetti from Christina Georgina Rossetti: 1879",""
"040-001978638","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e3","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","[1870?]","","1 item","","Western Manuscripts. Ashley MS B1372","","","English","'Hear what the Mournful Linnets Say': a nursery rhyme by Christina Rossetti; [1870?]. Copy in the hand of Maria F. Rossetti, written on one side only of an octavo leaf of white laid paper. No watermark. The poem is numbered '14'. At the foot of f. 131 is a note in the hand of W. M. Rossetti, 'This is in Maria's hand-writing'. A fair copy of the same rhyme, except that the birds are called sparrows, in Christina's hand, is in Ashley MS. 1371, f. 16. The rhyme was first printed in Sing-Song, 1872, p. 14 [ Ashley Library Catalogue, iv, p. 101.]. includes:. f. 131 Christina Georgina Rossetti, poet: Poetry ENGLISH: Nursery Rhyme, 'Hear what the Mournful Linnets say', by Christina Georgina Rossetti: [1870?]: Copy",""
"040-001978639","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e4","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","c 1855","","1 item","","Western Manuscripts. Ashley MS B1373","","","English","'Hymn after Gabriele Rossetti, First Version' by Christina Rossetti; circa 1855. Autograph fair copy, written on both sides of an octavo leaf of white wove paper. No watermark. The MS. appears to have been taken from a notebook, and is numbered 247 on the recto and 248 on the verso. First printed in New Poems, 1896, pp. 223-224 [ Ashley Library Catalogue, iv, p. 102.]. includes:. ff. 132, 132b Christina Georgina Rossetti, poet: 'Hymn after Gabriele Rossetti, First Version' by Christina Georgina Rossetti: circa 1855: Autogr. fair copy",""
"040-001978640","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e5","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1877","","1 item","","Western Manuscripts. Ashley MS 1374","","","English","'My Mouse': a poem by Christina Rossetti; New Year's day, 1877. Autograph fair copy, written on one side only of an octavo leaf of cream laid paper. Watermark 'Joyn / Super. Signed with initials 'C. G. R.', and dated. First printed in New Poems, 1896, p. 178. Ashley Library Catalogue, ix, p. 111. Octavo; ff. ii+1. Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'My Mouse', by Christina Georgina Rossetti: 1877: Autogr. fair copy. Signed",""
